FrameIndex,NumFramePresents,NumMisPresented,NumDroppedFrames,ReprojectionFlags,SystemTimeInSeconds,PreSubmitGpuMs,PostSubmitGpuMs,TotalRenderGpuMs,CompositorRenderGpuMs,CompositorRenderCpuMs,CompositorIdleCpuMs,ClientFrameIntervalMs,PresentCallCpuMs,WaitForPresentCpuMs,SubmitFrameMs,WaitGetPosesCalledMs,NewPosesReadyMs,NewFrameReadyMs,CompositorUpdateStartMs,CompositorUpdateEndMs,CompositorRenderStartMs
11803,2,1,0,92,197.035750,3.045344,0.019456,3.710720,0.645920,0.937000,0.000000,2.105900,0.218400,0.014500,0.672900,-24.394423,-4.196323,-2.182923,7.453389,10.006688,7.483389
11804,2,1,0,92,197.058095,5.489984,0.018208,6.151392,0.643200,0.946000,0.000000,2.059600,0.199000,0.015400,0.690800,-24.430523,-4.198523,-2.294523,7.453589,10.091789,7.484488
11805,2,1,0,92,197.080426,10.938944,0.018880,11.601312,0.643488,0.946000,0.000000,1.934100,0.203600,0.014800,0.663000,-24.534622,-4.186923,-2.086523,7.454489,10.080089,7.486089
11806,2,1,0,92,197.102757,5.118208,0.018368,5.782784,0.646208,1.117000,0.000000,2.145700,0.227000,0.017600,0.643500,-24.315722,-4.197923,-2.275123,7.462589,10.054588,7.505888
11807,2,1,0,92,197.125109,5.079104,0.018912,5.739840,0.641824,1.029400,0.000000,1.962900,0.225200,0.018100,0.732600,-24.535124,-4.196222,-1.837922,7.429089,10.109989,7.459489
11808,2,1,0,92,197.147439,11.677793,0.018080,12.370880,0.675008,0.948500,0.000000,2.476800,0.293300,0.021200,0.845900,-24.004223,-4.171722,-1.792422,7.428188,10.215089,7.455588
11809,2,1,0,92,197.169778,12.204000,0.018208,12.867040,0.644832,1.022300,0.000000,2.437300,0.204400,0.015700,0.630200,-24.018522,-4.196723,-1.893323,7.410088,10.051488,7.444489
11810,2,1,0,92,197.192115,6.285376,0.018080,6.948512,0.645056,0.957300,0.000000,2.348500,0.202400,0.015500,0.642300,-24.141024,-4.195722,-2.128823,7.408789,9.941790,7.436089
11811,2,1,0,92,197.214461,11.783648,0.018688,12.445951,0.643616,1.012400,0.000000,2.091100,0.186800,0.015200,0.786400,-24.383121,-4.197923,-2.069623,7.412889,10.050389,7.452989
11812,2,1,0,92,197.236801,3.004544,0.017984,3.667168,0.644640,0.978900,0.000000,2.203700,0.193000,0.022300,0.693000,-24.294521,-4.191623,-1.903623,7.410188,10.041489,7.442588
